"zone" "name" "i" "j" "lat" "lon" "Traceur_1" "Traceur_2" "Traceur_3" "Traceur_4" "Traceur_5" "Traceur_6" "Traceur_7" "Traceur_8" "Traceur_9" "Traceur_10" "Traceur_11" "Traceur_12" "Traceur_13" "Traceur_14" "Traceur_15" "Traceur_16" "Traceur_17" "Traceur_18" "Traceur_19" "Traceur_20" "Traceur_21" "Traceur_22" "Traceur_23" "Traceur_24" "Traceur_25" "Traceur_26" "Traceur_27" "Traceur_28" "Traceur_29" "Traceur_30" "Traceur_31" "Traceur_32" "Traceur_33" "Traceur_34" "Traceur_35" "Traceur_36" "Traceur_37" "Traceur_38" "Traceur_39" "Traceur_40" "Traceur_41" "Traceur_42" "Traceur_43" "Traceur_44" "Traceur_45" "Traceur_46" "Traceur_47" "Traceur_48" "Traceur_49" "Traceur_50" "Traceur_51" "Traceur_52" "Traceur_53" "Traceur_54" "Traceur_55" "Traceur_56" "Traceur_57" "Traceur_58" "Traceur_59" "Traceur_60"
"1" "1" "Traceur_1" 580 407 50.1157556270096 1.38414634146341 445847.474769638 214307.845023928 1304.07651110227 0.267905234716598 0 2.25450880290923e-09 2.18180098522048e-12 0 6.75413723250595e-14 0 0 7.81054128158516e-15 6.87356263325549e-15 1.65951602891997e-14 3.28110584598493e-15 1.62751554915126e-15 0 0 0 0 0 0 1.31750779763983e-16 8.49707810263561e-18 1.66924726833214e-20 1.55843082750421e-23 1.9014364789177e-23 1.28639656888503e-23 2.09742108276675e-24 9.02333853315037e-26 1.20210984590511e-24 5.05788914108885e-25 9.13592559898247e-30 0 1.30740402768126e-28 5.05642812622496e-31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2" "1" "Traceur_1" 581 407 50.1157556270096 1.41768292682927 331449.197327506 152072.133680037 783.664570988047 0.193849796684538 0 1.54416358314654e-09 1.38846678618929e-12 0 4.224605930398e-14 0 0 4.95830778384659e-15 4.64471127745525e-15 1.04900072084737e-14 2.10405077941762e-15 9.27103292957393e-16 0 0 0 0 0 0 7.79958410482388e-17 4.6380045522726e-18 9.14139797278035e-21 8.64241895266023e-25 9.59745089535995e-24 6.39702261986801e-24 1.01574543893018e-24 4.14645575486338e-26 5.73273686132579e-25 2.38567239529562e-25 3.95355880155193e-30 0 5.65863980501149e-29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3" "1" "Traceur_1" 581 408 50.1382636655949 1.41768292682927 384033.564486356 168417.280600272 869.125434290794 0.184496474948083 0 1.35348319516098e-09 1.43807189363542e-12 0 4.46178681619263e-14 0 0 5.55674292505167e-15 5.16966044003155e-15 1.12018921836301e-14 2.26756655135776e-15 9.28467502925946e-16 0 0 0 0 0 0 7.96618981732433e-17 4.60510488585176e-18 9.09935035816143e-21 1.50679137762478e-26 9.31552095476575e-24 6.18365204133605e-24 9.7470221483685e-25 3.92204710378316e-26 5.47795573207733e-25 2.27293455754404e-25 3.67849928553832e-30 0 5.26575331689382e-29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4" "1" "Traceur_1" 581 409 50.1607717041801 1.41768292682927 451235.954928571 172024.066053709 763.443481855797 0.136879046133549 0 8.32616100374965e-10 1.37398266802432e-12 0 4.35691879054721e-14 0 0 5.79108695425486e-15 5.34157657904319e-15 1.10494487500552e-14 2.25804443235021e-15 8.39813544199194e-16 0 0 0 0 0 0 7.4290489383988e-17 4.12877811831272e-18 8.18737460010694e-21 0 8.09967014851034e-24 5.34727940012045e-24 8.34600218735567e-25 3.29530114825836e-26 4.66427962572346e-25 1.92799345257227e-25 3.02695531117462e-30 0 4.33450799431518e-29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5" "1" "Traceur_1" 574 401 49.9807073954984 1.18292682926829 317753.328845269 332750.966885566 17713.3865418873 416.764865591072 0.00928565387183108 2.81457861207084e-07 8.13290089777154e-12 6.11913684585433e-14 4.14460597689388e-13 0 0 3.23713364635973e-14 4.24342669607225e-17 7.92048173985545e-14 1.10416699367949e-14 1.85587600300994e-14 0 0 0 0 0 0 1.2854451486015e-15 1.46053645846612e-16 2.98087166007134e-19 3.52955025124457e-21 5.87720914222283e-22 4.45198027554511e-22 8.58805954421251e-23 5.26864512603501e-24 5.43932404067787e-23 2.49625016553233e-23 8.50980291974867e-28 0 1.23168448365055e-26 8.97503684818852e-29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6" "1" "Traceur_1" 574 402 50.0032154340836 1.18292682926829 440022.5923563 411559.732218872 18216.9804574496 366.149004094405 0.00861307534982178 6.19932348287629e-07 9.56198962319224e-12 2.33028243433899e-14 4.50685875829823e-13 0 0 3.69781014310355e-14 1.7895015793032e-15 8.88669485390438e-14 1.31324512006823e-14 1.95902251516375e-14 0 0 0 0 0 0 1.3556217219905e-15 1.50325713227192e-16 3.05718605326831e-19 3.44148897230739e-21 5.89862396605089e-22 4.44790996294694e-22 8.5315721938906e-23 5.1697664802044e-24 5.38508789560067e-23 2.46307940263917e-23 8.22070799976367e-28 0 1.1892311776188e-26 8.64711578863984e-29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7" "1" "Traceur_1" 575 402 50.0032154340836 1.21646341463414 402736.922025012 336675.55921851 10965.089595035 125.019517162986 0.00236385867764184 4.29446314324508e-08 6.67499236972362e-12 0 3.17304559885757e-13 0 0 2.64532815973038e-14 2.55972028378891e-15 6.38761239424647e-14 9.69556474182145e-15 1.31770943394213e-14 0 0 0 0 0 0 9.19203660402462e-16 9.67705065608378e-17 1.94544203497643e-19 1.91243867608719e-21 3.55959894221437e-22 2.64930272455476e-22 4.99609539108939e-23 2.91264581816697e-24 3.12068876906518e-23 1.41254775184171e-23 4.37190155131521e-28 0 6.3145800774155e-27 4.5574753398516e-29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8" "1" "Traceur_1" 575 403 50.0257234726688 1.21646341463414 520656.082056056 406234.459666045 11832.2840298728 114.955779059282 0.00215159816083614 8.11700372526007e-08 7.90469367946879e-12 0 3.41235345245639e-13 0 0 2.98853170263507e-14 6.38426725807618e-15 7.07830996679842e-14 1.12858364244058e-14 1.36587736296823e-14 0 0 0 0 0 0 9.55461998624306e-16 9.75032673890524e-17 1.95333204079067e-19 1.78494523994964e-21 3.4748666085313e-22 2.57115872101372e-22 4.81133766305562e-23 2.75859501940923e-24 2.99139673189348e-23 1.34809065111621e-23 4.05140154391887e-28 0 5.84765837023378e-27 4.20642636764824e-29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"9" "1" "Traceur_1" 576 403 50.0257234726688 1.25 492141.293989092 346079.997897273 7234.41147515182 20.1787312077946 0.000108580848390644 3.26983069629294e-08 6.4164061866949e-12 0 2.49497064068512e-13 0 0 2.21392159706273e-14 7.30996710125629e-15 5.29428581892648e-14 8.71115146430106e-15 9.43433815938656e-15 0 0 0 0 0 0 6.68205976294992e-16 6.40731274334587e-17 1.27163441881301e-19 9.70984817286583e-22 2.12489225153643e-22 1.54990641487926e-22 2.8435906498308e-23 1.56098678096094e-24 1.74694104385827e-23 7.78408931573025e-24 2.15473585314541e-28 0 3.10433866954905e-27 2.21173450881729e-29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10" "1" "Traceur_1" 577 403 50.0257234726688 1.28353658536586 412867.738867664 270913.887500015 4402.02519222406 1.15761679497546 0 3.08129097561081e-08 4.63818288233078e-12 0 1.69758009356695e-13 0 0 1.51486863009181e-14 6.68620030229071e-15 3.67543967860213e-14 6.22680887948834e-15 6.05948231549687e-15 0 0 0 0 0 0 4.35330633234922e-16 3.91689235529452e-17 7.71603562069797e-20 4.77856415715979e-22 1.20797164817037e-22 8.68427023653239e-23 1.56041471395997e-23 8.18648574286307e-25 9.46664534546524e-24 4.17009490581721e-24 1.06111816941171e-28 0 1.52583125221007e-27 1.07509940809962e-29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"11" "1" "Traceur_1" 577 404 50.048231511254 1.28353658536586 497825.910765052 319174.975176947 5136.67360813075 5.46783703074242 0 1.94720087868619e-08 5.0453205170991e-12 0 1.85209805293004e-13 0 0 1.74045931588032e-14 8.77496252473325e-15 4.0952995521852e-14 7.13952519717259e-15 6.42670082290581e-15 0 0 0 0 0 0 4.63577976141933e-16 4.09596544586556e-17 8.07135120449745e-20 4.78361420073781e-22 1.24618891605007e-22 8.93946089866367e-23 1.60124442542993e-23 8.35027407537118e-25 9.69724454845861e-24 4.26543074279941e-24 1.07550254792787e-28 0 1.54625952168383e-27 1.08794637395852e-29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"12" "1" "Traceur_1" 578 404 50.048231511254 1.31707317073171 476193.583472501 283847.119841017 3387.53876166675 0.382402712381761 0 6.90118232512667e-09 4.13402736941859e-12 0 1.4380038959041e-13 0 0 1.35326030838939e-14 8.15871170624558e-15 3.23328108552706e-14 5.77138164631841e-15 4.69355099547507e-15 0 0 0 0 0 0 3.44707412878738e-16 2.85392591818209e-17 5.59737765228926e-20 2.58875405938349e-22 8.09494693988324e-23 5.72747932332161e-23 1.00478041173831e-23 5.01455348039252e-25 6.0101991237358e-24 2.61547010653344e-24 6.09249594636385e-29 0 8.74498242534877e-28 6.08058148124339e-30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"13" "1" "Traceur_1" 578 405 50.0707395498392 1.31707317073171 467688.135908433 268870.209353755 3044.59414166841 0.578717472281383 0 4.45635442918564e-09 3.67899658209386e-12 0 1.24948823482285e-13 0 0 1.24075323181218e-14 8.21675690862072e-15 2.86950181535814e-14 5.25376916836913e-15 3.9064189013601e-15 0 0 0 0 0 0 2.89866190507705e-16 2.32373518876086e-17 4.5569473726023e-20 1.87314951299301e-22 6.40419932774155e-23 4.50742424411864e-23 7.84384335774388e-24 3.85068058447521e-25 4.66985618088805e-24 2.02424869347455e-24 4.58333661774724e-29 0 6.57548660262038e-28 4.55090981286095e-30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"14" "1" "Traceur_1" 579 405 50.0707395498392 1.35060975609756 451651.673821169 245015.252448884 2082.71652106283 0.327425300659973 0 3.87292643179406e-09 3.08816023319532e-12 0 9.95084839539533e-14 0 0 9.98455111665923e-15 7.50136058405197e-15 2.32320178780964e-14 4.34776578567264e-15 2.89993387763986e-15 0 0 0 0 0 0 2.20214002722576e-16 1.64729336272951e-17 3.22410987308655e-20 9.37890489652182e-23 4.22941839824992e-23 2.93620563825001e-23 4.99892960766178e-24 2.34579653804024e-25 2.93803247373555e-24 1.26022230745184e-24 2.63675612148851e-29 0 3.77802363330816e-28 2.57957789811951e-30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"15" "1" "Traceur_1" 579 406 50.0932475884244 1.35060975609756 480759.597046728 250946.402981389 2027.33070363894 0.326451536384903 0 3.22154553629015e-09 2.9944757505121e-12 0 9.50761049304635e-14 0 0 1.01507617281944e-14 8.03019631604476e-15 2.26477876507656e-14 4.32878180374495e-15 2.63095563456865e-15 0 0 0 0 0 0 2.02793671399399e-16 1.46234285055738e-17 2.86484154247255e-20 6.84302237347893e-23 3.63547938406972e-23 2.5089768873833e-23 4.23081854800864e-24 1.94740324309736e-25 2.47280110764115e-24 1.05602450524217e-24 2.13813193473708e-29 0 3.06235764105416e-28 1.94909237892233e-30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"16" "1" "Traceur_1" 580 406 50.0932475884244 1.38414634146341 403305.46019907 199698.30484978 1247.72385530846 0.269609266347302 0 2.57945060055038e-09 2.16477801457024e-12 0 6.66114762888791e-14 0 0 7.20760500554921e-15 6.23454426780689e-15 1.60923780765371e-14 3.13242002105402e-15 1.69995611794998e-15 0 0 0 0 0 0 1.35013609581717e-16 9.02992629505243e-18 1.77016988322207e-20 2.31111380116511e-23 2.08372997438151e-23 1.41764478361323e-23 2.33358961178496e-24 1.02311336350214e-25 1.34485256931711e-24 5.68164898503413e-25 1.05916392444537e-29 0 1.5159040471441e-28 9.34082464166938e-31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"17" "2" "Traceur_2" 562 397 49.8906752411576 0.780487804878049 70480.9648796304 460163.818390815 196810.827503785 21710.8839226109 30.5185725736212 3.60883741181712 4.98021864587154e-05 4.26439215329916e-12 2.99987583772607e-12 2.32703945910229e-12 0 0 0 2.72046383383849e-13 6.6710301423314e-14 2.22260313862968e-13 0 5.06826103301703e-16 0 0 0 0 1.64050951821382e-14 3.16487234337389e-15 9.7177722128478e-18 3.03394672838115e-19 3.10832899901312e-20 2.80844611239996e-20 6.46868631474378e-21 6.22774951457749e-22 4.60283833010432e-21 2.42451369245602e-21 2.16535157074987e-25 0 3.09245733047958e-24 2.34150972627515e-26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"18" "2" "Traceur_2" 563 397 49.8906752411576 0.814024390243901 66510.5559843547 392395.32852254 145263.131653838 14670.0394737409 12.1809895650677 1.36873250844525 1.81743974382974e-05 4.39708787915616e-12 2.2674408137875e-12 1.53357993406919e-12 0 0 0 2.26401728023434e-13 4.66084563987896e-14 1.63645788915434e-13 0 2.0996902365602e-16 0 0 0 0 1.1937174491279e-14 2.23881454276115e-15 6.54272873015304e-18 1.97544720237018e-19 2.05584895112693e-20 1.83345248520191e-20 4.17652724048684e-21 3.89776973812741e-22 2.94909250554322e-21 1.53756735835416e-21 1.2719408768747e-25 0 1.82510937317771e-24 1.3811907305949e-26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19" "2" "Traceur_2" 564 397 49.8906752411576 0.847560975609756 72986.6846704634 393564.673375445 127766.779115547 11855.7512613232 5.63823720576146 0.624889258645404 8.51695958717194e-06 4.60203081764261e-12 2.05893840102512e-12 1.22993083000466e-12 0 0 0 2.20328439951392e-13 3.93512377503259e-14 1.45117001042286e-13 0 4.21637244237301e-17 0 0 0 0 1.05082140435262e-14 1.91999061412625e-15 5.39147487714599e-18 1.57545886726713e-19 1.66450423906364e-20 1.46780280700773e-20 3.31121079566307e-21 3.00735444520301e-22 2.32239678962839e-21 1.20010992890575e-21 9.29342209429227e-26 0 1.33824007620407e-24 1.01209451599881e-26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20" "2" "Traceur_2" 564 398 49.9131832797428 0.847560975609756 101229.747428838 495293.727175691 147369.405641339 12885.3299933428 4.48329679325322 0.461171186374448 5.50983768109978e-06 5.55712497583705e-12 2.32731955120219e-12 1.06073006962453e-12 0 3.69269139632973e-15 0 2.68283983924199e-13 4.64761880112806e-14 1.60143995920174e-13 0 7.84209373101063e-17 0 0 0 0 1.14276207642346e-14 2.05681169254384e-15 5.68485300638516e-18 1.62506170784156e-19 1.73226692920203e-20 1.52075763925059e-20 3.41800530585621e-21 3.07836370952371e-22 2.39162994256457e-21 1.23252848549806e-21 9.45310015760399e-26 0 1.36027485167467e-24 1.02829477656278e-26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21" "2" "Traceur_2" 565 398 49.9131832797428 0.881097560975608 99381.2992284832 428821.864154038 106874.641568229 8266.73924420814 1.08032471647295 0.13359086048173 2.10851027885578e-06 4.38544633155844e-12 1.77619030003843e-12 6.02178113654765e-13 0 7.90618095133116e-15 0 2.20256191141909e-13 3.3082769612424e-14 1.17953697426553e-13 0 0 0 0 0 0 8.36062402976355e-15 1.44867278258003e-15 3.82483662207886e-18 1.03905789335997e-19 1.13345963063376e-20 9.80940622983144e-21 2.17689681389705e-21 1.89430913215468e-22 1.5100978863066e-21 7.6963667615117e-22 5.44974200704707e-26 0 7.86878084516876e-25 5.94137393049631e-27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22" "2" "Traceur_2" 566 398 49.9131832797428 0.914634146341463 86856.0703013946 329945.208946594 70691.5098829152 4903.80536225647 0.472162736563233 0.066297855557036 9.97311988721358e-07 2.95892534101912e-12 1.21983281038879e-12 2.67823937029824e-13 0 1.14067094770725e-14 0 1.61271328604441e-13 2.13836730142856e-14 7.79804730156382e-14 0 0 0 0 0 0 5.49834398769961e-15 9.14319541941511e-16 2.31071083125985e-18 5.91134896934561e-20 6.62696746983935e-21 5.64977882770977e-21 1.23673328274578e-21 1.03751119420099e-22 8.50010167223403e-22 4.28181959641994e-22 2.7896229564618e-26 0 4.03916064301608e-25 3.04485888620714e-27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"23" "2" "Traceur_2" 567 398 49.9131832797428 0.948170731707318 94591.9238020551 321802.618742558 60437.4473790775 3804.0956907715 0.255704383301602 0.0376246019462496 5.70181174662803e-07 2.45447414787516e-12 1.07624580631148e-12 1.22373299800003e-13 0 2.0119835295952e-14 0 1.50063661724383e-13 1.8346605760936e-14 6.64053797292672e-14 0 0 0 0 0 0 4.65923503153257e-15 7.45949963069574e-16 1.81804977857678e-18 4.37546470002342e-20 5.04462253893116e-21 4.24202374888085e-21 9.16682586887209e-22 7.43312150439844e-23 6.24612397999605e-22 3.11281732734219e-22 1.8809385482142e-26 0 2.72834149124685e-25 2.05284231465805e-27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"24" "2" "Traceur_2" 568 398 49.9131832797428 0.98170731707317 115278.7075026 351793.352657224 57726.1550683148 3290.33532181709 0.138508801532056 0.0193921468505458 2.65210741448236e-07 2.2256825858415e-12 1.06604435992389e-12 2.02016785903068e-14 0 3.30858579034125e-14 0 1.55736650574081e-13 1.79604882530658e-14 6.34566378689814e-14 0 0 0 0 0 0 4.43486122975797e-15 6.82923002392404e-16 1.60993616600514e-18 3.62125819257275e-20 4.30902342558651e-21 3.57334536632497e-21 7.6187038508557e-22 5.96499176971436e-23 5.14494326694223e-22 2.53615490904995e-22 1.42000068521198e-26 0 2.06220128031259e-25 1.54799368316346e-27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"25" "2" "Traceur_2" 569 398 49.9131832797428 1.01524390243902 103450.505558356 286996.368245831 41519.0253364331 2163.76570484964 0.0663173737426423 0.00690268749041966 8.4290398481447e-08 1.54539459707835e-12 7.98382344772886e-13 0 0 3.20486249913535e-14 0 1.20387737231858e-13 1.30954529557296e-14 4.5996449555423e-14 0 0 0 0 0 0 3.21425819064639e-15 4.76590444018177e-16 1.09116407200275e-18 2.28894817406922e-20 2.8164217581372e-21 2.30433338595608e-21 4.84739377170077e-22 3.66492439652474e-23 3.24436715457781e-22 1.58217378632491e-22 8.2031865625155e-27 0 1.19232268883535e-25 8.92566500595096e-28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"26" "2" "Traceur_2" 569 399 49.935691318328 1.01524390243902 140156.090583276 347268.836210352 49936.8118486451 2539.71888937441 0.0721536155282295 0.00550069854249243 6.54697184305715e-08 1.49359028766077e-12 9.10493883058172e-13 0 0 4.28731139868525e-14 0 1.43283746557037e-13 1.67104272432593e-14 5.11854247662932e-14 0 0 0 0 0 0 3.54486353530788e-15 5.15393726515763e-16 1.16812801209202e-18 2.36561407639449e-20 2.9585751277058e-21 2.40824364542168e-21 5.03987849188822e-22 3.76524841674925e-23 3.36223226177249e-22 1.63375539172781e-22 8.30782449516398e-27 0 1.20707054508522e-25 9.02614808207129e-28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"27" "2" "Traceur_2" 570 399 49.935691318328 1.04878048780488 146738.714233503 315792.591497822 40261.6025961839 1888.39059096518 0.0451137456251395 0.00152140685770081 1.52173735637844e-08 1.06463489060006e-12 7.54016357339708e-13 0 0 4.14984728366315e-14 0 1.22770733166914e-13 1.40698877212981e-14 4.07353141004429e-14 0 0 0 0 0 0 2.82178698020315e-15 3.92123517035857e-16 8.64531219169922e-19 1.60222888239655e-20 2.09389064787003e-21 1.67939522355342e-21 3.46052756590179e-22 2.48631252026305e-23 2.28538471616307e-22 1.09751374244755e-22 5.13498624344017e-27 0 7.46235433899371e-26 5.55909801716157e-28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"28" "2" "Traceur_2" 571 399 49.935691318328 1.08231707317073 137449.572223094 254185.092476775 28114.358006642 1186.22577005834 0.026376062542515 0.000209364679645612 1.98920669417787e-09 6.52834714474852e-13 5.52697566366618e-13 0 0 3.39125709459859e-14 0 9.28060470657765e-14 1.06721598110066e-14 2.87253755275968e-14 0 0 0 0 0 0 1.99079702531893e-15 2.64662475051821e-16 5.69860718541178e-19 9.61786352233504e-21 1.31856611287278e-21 1.0425465267209e-21 2.11511524868204e-22 1.46203014122496e-23 1.38286562411708e-22 6.56533070593269e-23 2.83228748338646e-27 0 4.11454817360635e-26 3.05175385318087e-28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"29" "2" "Traceur_2" 572 399 49.935691318328 1.11585365853659 125641.064621077 211044.864775127 20931.306177529 813.171191443733 0.0169382873658891 6.54169572477254e-06 4.19509225056568e-11 4.11914791630597e-13 4.17858143308386e-13 0 0 2.74781363293896e-14 0 7.18170685715195e-14 8.30173513232415e-15 2.09496113921103e-14 0 0 0 0 0 0 1.45502734024011e-15 1.85359116590204e-16 3.91127176369748e-19 5.99141549908283e-21 8.6475054003788e-22 6.74435390254323e-22 1.34728448692252e-22 8.9652146512119e-24 8.7213573842615e-23 4.09497607596052e-23 1.63214619331232e-27 0 2.36920222286632e-26 1.7485285695774e-28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"30" "2" "Traceur_2" 572 400 49.9581993569132 1.11585365853659 189156.529258875 287754.871305297 28447.405361492 1127.47257092492 0.025942350225976 7.26245026549915e-05 5.61325205733433e-10 4.12705901993598e-13 5.378147434431e-13 0 0 3.70285048605925e-14 0 9.53091733991287e-14 1.20090865166867e-14 2.67166468945705e-14 0 0 0 0 0 0 1.8401084253867e-15 2.34136806593656e-16 4.95666844120141e-19 7.6327107950687e-21 1.09738347820788e-21 8.57371206544037e-22 1.71632345322905e-22 1.14927590883366e-23 1.11267643269016e-22 5.23406703231747e-23 2.12500859979361e-27 0 3.08433745142427e-26 2.27834896618906e-28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"31" "2" "Traceur_2" 573 400 49.9581993569132 1.14939024390244 214187.556566216 286259.080199074 22803.6037694993 764.178407991983 0.0168804723510496 1.18121123038029e-06 1.43147984975168e-11 2.67238456035306e-13 4.68115629959651e-13 0 0 3.3714789922982e-14 0 8.47781891347879e-14 1.0834528719576e-14 2.24129538066687e-14 0 0 0 0 0 0 1.54916475559298e-15 1.88766937929741e-16 3.92910969564098e-19 5.47694880653881e-21 8.31494245934268e-22 6.41366846065616e-22 1.26482686227377e-22 8.16947629521483e-24 8.12209146617226e-23 3.78142645491649e-23 1.4258419881838e-27 0 2.06757911374209e-26 1.51939895776919e-28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"32" "2" "Traceur_2" 573 401 49.9807073954984 1.14939024390244 295217.555993161 346280.887443941 23843.7775045682 738.481839070078 0.017561372149333 4.07537262623795e-06 1.93834188336407e-11 1.72805416382058e-13 5.01383093502344e-13 0 0 3.81100854009365e-14 0 9.38062681447754e-14 1.27718416202921e-14 2.3366985636288e-14 0 0 0 0 0 0 1.61012428196843e-15 1.9162038970436e-16 3.9653356587934e-19 5.2577602956618e-21 8.2028952705111e-22 6.2928578572922e-22 1.23301699242675e-22 7.84623126381913e-24 7.88609747855555e-23 3.65617611812016e-23 1.34109196240637e-27 0 1.9435938785842e-26 1.42499095799079e-28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
